2024-01-26 13:49:33,320 - INFO - Opción errónea, inténtelo otra vez.
2024-01-26 13:50:48,081 - INFO - Opción errónea, inténtelo otra vez.
2024-01-26 13:50:53,571 - INFO - Opción errónea, inténtelo otra vez.
2024-01-26 15:12:53,294 - INFO - Recuerde utilizar el comando: python Apollo11.py --opcion valor_cambiado, para modificar valores desde consola.

De lo contrario, continue con el siguiente Menu:
2024-01-26 15:13:13,637 - INFO - Lista de dispositivos desplegada
2024-01-26 15:13:13,638 - INFO - Listado de estados generado correctamente
2024-01-26 15:13:13,642 - INFO - Se ha generado archivos correctamente
2024-01-26 15:13:13,693 - INFO - Se ha generado un hash
2024-01-26 15:13:13,693 - INFO - Listado de misiones Creado
2024-01-26 15:13:13,693 - INFO - Listado de misiones Creado
2024-01-26 15:13:13,693 - INFO - Lista de dispositivos desplegada
2024-01-26 15:13:13,694 - INFO - Listado de estados generado correctamente
2024-01-26 15:13:13,698 - INFO - Se ha generado archivos correctamente
2024-01-26 15:13:13,749 - INFO - Se ha generado un hash
2024-01-26 15:13:13,749 - INFO - Listado de misiones Creado
2024-01-26 15:13:13,749 - INFO - Listado de misiones Creado
2024-01-26 15:13:13,749 - INFO - Lista de dispositivos desplegada
2024-01-26 15:13:13,750 - INFO - Listado de estados generado correctamente
2024-01-26 15:13:13,754 - INFO - Se ha generado archivos correctamente
2024-01-26 15:13:13,805 - INFO - Se ha generado un hash
2024-01-26 15:13:13,805 - INFO - Listado de misiones Creado
2024-01-26 15:13:13,805 - INFO - Listado de misiones Creado
2024-01-26 15:13:13,805 - INFO - Lista de dispositivos desplegada
2024-01-26 15:13:13,806 - INFO - Listado de estados generado correctamente
2024-01-26 15:13:13,811 - INFO - Se ha generado archivos correctamente
2024-01-26 15:13:13,862 - INFO - Se ha generado un hash
2024-01-26 15:13:13,862 - INFO - Listado de misiones Creado
2024-01-26 15:13:13,863 - INFO - Listado de misiones Creado
2024-01-26 15:13:13,863 - INFO - Lista de dispositivos desplegada
2024-01-26 15:13:13,863 - INFO - Listado de estados generado correctamente
2024-01-26 15:13:13,870 - INFO - Se ha generado archivos correctamente
2024-01-26 15:13:13,921 - INFO - Se ha generado un hash
2024-01-26 15:13:13,921 - INFO - Listado de misiones Creado
2024-01-26 15:13:13,922 - INFO - Listado de misiones Creado
2024-01-26 15:13:13,922 - INFO - Lista de dispositivos desplegada
2024-01-26 15:13:13,922 - INFO - Listado de estados generado correctamente
2024-01-26 15:13:13,929 - INFO - Se ha generado archivos correctamente
2024-01-26 15:13:13,981 - INFO - Se ha generado un hash
2024-01-26 15:13:13,982 - INFO - Listado de misiones Creado
2024-01-26 15:13:13,982 - INFO - Listado de misiones Creado
2024-01-26 15:13:13,982 - INFO - Lista de dispositivos desplegada
2024-01-26 15:13:13,983 - INFO - Listado de estados generado correctamente
2024-01-26 15:13:13,990 - INFO - Se ha generado archivos correctamente
2024-01-26 15:13:14,041 - INFO - Se ha generado un hash
2024-01-26 15:13:14,041 - INFO - Listado de misiones Creado
2024-01-26 15:13:14,042 - INFO - Listado de misiones Creado
2024-01-26 15:13:14,042 - INFO - Lista de dispositivos desplegada
2024-01-26 15:13:14,042 - INFO - Listado de estados generado correctamente
2024-01-26 15:13:14,050 - INFO - Se ha generado archivos correctamente
2024-01-26 15:13:14,102 - INFO - Se ha generado un hash
2024-01-26 15:13:14,102 - INFO - Listado de misiones Creado
2024-01-26 15:13:14,103 - INFO - Listado de misiones Creado
2024-01-26 15:13:14,103 - INFO - Lista de dispositivos desplegada
2024-01-26 15:13:14,103 - INFO - Listado de estados generado correctamente
2024-01-26 15:13:14,107 - INFO - Se ha generado archivos correctamente
2024-01-26 15:13:14,158 - INFO - Se ha generado un hash
2024-01-26 15:13:14,158 - INFO - Listado de misiones Creado
2024-01-26 15:13:14,158 - INFO - Listado de misiones Creado
2024-01-26 15:13:14,158 - INFO - Lista de dispositivos desplegada
2024-01-26 15:13:14,159 - INFO - Listado de estados generado correctamente
2024-01-26 15:13:14,165 - INFO - Se ha generado archivos correctamente
2024-01-26 15:13:14,218 - INFO - Se ha generado un hash
2024-01-26 15:13:14,218 - INFO - Listado de misiones Creado
2024-01-26 15:13:14,218 - INFO - Listado de misiones Creado
2024-01-26 15:13:14,218 - INFO - Lista de dispositivos desplegada
2024-01-26 15:13:14,218 - INFO - Listado de estados generado correctamente
2024-01-26 15:13:14,222 - INFO - Se ha generado archivos correctamente
2024-01-26 15:13:14,273 - INFO - Se ha generado un hash
2024-01-26 15:13:14,273 - INFO - Listado de misiones Creado
2024-01-26 15:13:14,273 - INFO - Listado de misiones Creado
2024-01-26 15:13:14,273 - INFO - Lista de dispositivos desplegada
2024-01-26 15:13:14,273 - INFO - Listado de estados generado correctamente
2024-01-26 15:13:14,278 - INFO - Se ha generado archivos correctamente
2024-01-26 15:13:14,329 - INFO - Se ha generado un hash
2024-01-26 15:13:14,329 - INFO - Listado de misiones Creado
2024-01-26 15:13:14,329 - INFO - Listado de misiones Creado
2024-01-26 15:13:14,329 - INFO - Lista de dispositivos desplegada
2024-01-26 15:13:14,329 - INFO - Listado de estados generado correctamente
2024-01-26 15:13:14,333 - INFO - Se ha generado archivos correctamente
2024-01-26 15:13:14,384 - INFO - Se ha generado un hash
2024-01-26 15:13:14,384 - INFO - Listado de misiones Creado
2024-01-26 15:13:14,384 - INFO - Listado de misiones Creado
2024-01-26 15:13:14,384 - INFO - Lista de dispositivos desplegada
2024-01-26 15:13:14,384 - INFO - Listado de estados generado correctamente
2024-01-26 15:13:14,388 - INFO - Se ha generado archivos correctamente
2024-01-26 15:13:14,440 - INFO - Se ha generado un hash
2024-01-26 15:13:14,440 - INFO - Listado de misiones Creado
2024-01-26 15:13:14,440 - INFO - Listado de misiones Creado
2024-01-26 15:13:14,441 - INFO - Lista de dispositivos desplegada
2024-01-26 15:13:14,441 - INFO - Listado de estados generado correctamente
2024-01-26 15:13:14,444 - INFO - Se ha generado archivos correctamente
2024-01-26 15:13:14,496 - INFO - Se ha generado un hash
2024-01-26 15:13:14,496 - INFO - Listado de misiones Creado
2024-01-26 15:13:14,496 - INFO - Listado de misiones Creado
2024-01-26 15:13:14,496 - INFO - Lista de dispositivos desplegada
2024-01-26 15:13:14,496 - INFO - Listado de estados generado correctamente
2024-01-26 15:13:14,500 - INFO - Se ha generado archivos correctamente
2024-01-26 15:13:14,553 - INFO - Iteracion 1Completada.
2024-01-26 15:13:15,566 - INFO - Se han analizado correctamente los registros
2024-01-26 15:13:15,574 - INFO - DataFrame creado correctamente
2024-01-26 15:13:15,592 - INFO - Se ha generado correctamente la tabla de eventos
2024-01-26 15:13:15,603 - INFO - Se han analizado correctamente los registros
2024-01-26 15:13:15,605 - INFO - DataFrame creado correctamente
2024-01-26 15:13:15,607 - INFO - Gestion de desconexiones generado correctamente
2024-01-26 15:13:15,619 - INFO - Se han analizado correctamente los registros
2024-01-26 15:13:15,620 - INFO - DataFrame creado correctamente
2024-01-26 15:13:15,622 - INFO - Se ha generado correctamente el reporte de dispositivos inoperables
2024-01-26 15:13:15,633 - INFO - Se han analizado correctamente los registros
2024-01-26 15:13:15,635 - INFO - DataFrame creado correctamente
2024-01-26 15:13:15,641 - INFO - Se ha generado correctamente los porcentajes de los datos
2024-01-26 15:13:15,641 - INFO - Se ha generado un hash
2024-01-26 15:13:15,688 - INFO - Se ha mostrado el reporte correctamente en consola
2024-01-26 15:13:15,781 - INFO - La carpeta 'c:\Users\Usuario\Documents\GitHub\Apollo-11\Archivos\Logs' se encuentra en: c:\Users\Usuario\Documents\GitHub\Apollo-11\Archivos\Reportes\Copias\Logs26012024151315
2024-01-26 15:13:15,782 - INFO - Listado de misiones Creado
2024-01-26 15:13:15,798 - INFO - Archivos copiados y limpiados correctamente
2024-01-26 15:13:15,799 - INFO - Programa terminado. Saliendo...
2024-01-26 15:13:44,404 - INFO - Recuerde utilizar el comando: python Apollo11.py --opcion valor_cambiado, para modificar valores desde consola.

De lo contrario, continue con el siguiente Menu:
2024-01-27 12:42:22,313 - INFO - Note: NumExpr detected 12 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
2024-01-27 12:42:22,313 - INFO - NumExpr defaulting to 8 threads.
2024-01-27 12:43:40,124 - INFO - Recuerde utilizar el comando: python Apollo11.py --opcion valor_cambiado, para modificar valores desde consola.

De lo contrario, continue con el siguiente Menu:
2024-01-27 12:45:10,982 - INFO - Note: NumExpr detected 12 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
2024-01-27 12:45:10,982 - INFO - NumExpr defaulting to 8 threads.
2024-01-27 12:45:42,590 - INFO - Cantidad Maxima de archivos tomados correctamente
2024-01-27 12:45:42,590 - INFO - Cantidad minima de archivos tomados correctamente
2024-01-27 12:45:42,590 - INFO - Archivos de esta iteración: 7
2024-01-27 12:45:42,687 - INFO - Se ha generado un hash
2024-01-27 12:45:42,687 - INFO - Listado de misiones Creado
2024-01-27 12:45:42,687 - INFO - Listado de misiones Creado
2024-01-27 12:45:42,687 - INFO - Lista de dispositivos desplegada
2024-01-27 12:45:42,687 - INFO - Listado de estados generado correctamente
2024-01-27 12:45:42,687 - INFO - Se ha generado archivos correctamente
2024-01-27 12:45:42,751 - INFO - Se ha generado un hash
2024-01-27 12:45:42,751 - INFO - Listado de misiones Creado
2024-01-27 12:45:42,751 - INFO - Listado de misiones Creado
2024-01-27 12:45:42,751 - INFO - Lista de dispositivos desplegada
2024-01-27 12:45:42,751 - INFO - Listado de estados generado correctamente
2024-01-27 12:45:42,751 - INFO - Se ha generado archivos correctamente
2024-01-27 12:45:42,807 - INFO - Se ha generado un hash
2024-01-27 12:45:42,807 - INFO - Listado de misiones Creado
2024-01-27 12:45:42,807 - INFO - Listado de misiones Creado
2024-01-27 12:45:42,807 - INFO - Lista de dispositivos desplegada
2024-01-27 12:45:42,807 - INFO - Listado de estados generado correctamente
2024-01-27 12:45:42,810 - INFO - Se ha generado archivos correctamente
2024-01-27 12:45:42,876 - INFO - Se ha generado un hash
2024-01-27 12:45:42,876 - INFO - Listado de misiones Creado
2024-01-27 12:45:42,877 - INFO - Listado de misiones Creado
2024-01-27 12:45:42,877 - INFO - Lista de dispositivos desplegada
2024-01-27 12:45:42,877 - INFO - Listado de estados generado correctamente
2024-01-27 12:45:42,877 - INFO - Se ha generado archivos correctamente
2024-01-27 12:45:42,941 - INFO - Se ha generado un hash
2024-01-27 12:45:42,941 - INFO - Listado de misiones Creado
2024-01-27 12:45:42,941 - INFO - Listado de misiones Creado
2024-01-27 12:45:42,941 - INFO - Lista de dispositivos desplegada
2024-01-27 12:45:42,941 - INFO - Listado de estados generado correctamente
2024-01-27 12:45:42,957 - INFO - Se ha generado archivos correctamente
2024-01-27 12:45:43,030 - INFO - Se ha generado un hash
2024-01-27 12:45:43,041 - INFO - Listado de misiones Creado
2024-01-27 12:45:43,041 - INFO - Listado de misiones Creado
2024-01-27 12:45:43,041 - INFO - Lista de dispositivos desplegada
2024-01-27 12:45:43,041 - INFO - Listado de estados generado correctamente
2024-01-27 12:45:43,041 - INFO - Se ha generado archivos correctamente
2024-01-27 12:45:43,107 - INFO - Se ha generado un hash
2024-01-27 12:45:43,108 - INFO - Listado de misiones Creado
2024-01-27 12:45:43,108 - INFO - Listado de misiones Creado
2024-01-27 12:45:43,108 - INFO - Lista de dispositivos desplegada
2024-01-27 12:45:43,108 - INFO - Listado de estados generado correctamente
2024-01-27 12:45:43,111 - INFO - Se ha generado archivos correctamente
2024-01-27 12:45:43,173 - INFO - Iteracion 1Completada.
2024-01-27 12:45:54,862 - INFO - Se han analizado correctamente los registros
2024-01-27 12:45:54,881 - INFO - DataFrame creado correctamente
2024-01-27 12:45:54,905 - INFO - Se ha generado correctamente la tabla de eventos
2024-01-27 12:45:54,905 - INFO - Se han analizado correctamente los registros
2024-01-27 12:45:54,905 - INFO - DataFrame creado correctamente
2024-01-27 12:45:54,917 - INFO - Gestion de desconexiones generado correctamente
2024-01-27 12:45:54,917 - INFO - Se han analizado correctamente los registros
2024-01-27 12:45:54,921 - INFO - DataFrame creado correctamente
2024-01-27 12:45:54,926 - INFO - Se ha generado correctamente el reporte de dispositivos inoperables
2024-01-27 12:45:54,926 - INFO - Se han analizado correctamente los registros
2024-01-27 12:45:54,926 - INFO - DataFrame creado correctamente
2024-01-27 12:45:54,934 - INFO - Se ha generado correctamente los porcentajes de los datos
2024-01-27 12:45:54,934 - INFO - Se ha generado un hash
2024-01-27 12:45:54,987 - INFO - Se ha mostrado el reporte correctamente en consola
2024-01-27 12:45:55,010 - INFO - La carpeta 'c:\Users\isamo\OneDrive\Documentos\GitHub\Apollo-11\Archivos\Logs' se encuentra en: c:\Users\isamo\OneDrive\Documentos\GitHub\Apollo-11\Archivos\Reportes\Copias\Logs27012024124554
2024-01-27 12:45:55,010 - INFO - Listado de misiones Creado
2024-01-27 12:45:55,010 - INFO - Archivos copiados y limpiados correctamente
2024-01-27 12:45:55,010 - INFO - Programa terminado. Saliendo...
2024-01-27 12:59:16,229 - INFO - Se han analizado correctamente los registros
2024-01-27 12:59:16,244 - INFO - DataFrame creado correctamente
2024-01-27 12:59:16,274 - INFO - Se ha generado correctamente la tabla de eventos
2024-01-27 12:59:16,277 - INFO - Se han analizado correctamente los registros
2024-01-27 12:59:16,277 - INFO - DataFrame creado correctamente
2024-01-27 12:59:16,280 - INFO - Gestion de desconexiones generado correctamente
2024-01-27 12:59:16,280 - INFO - Se han analizado correctamente los registros
2024-01-27 12:59:16,280 - INFO - DataFrame creado correctamente
2024-01-27 12:59:16,280 - ERROR - Se ha producido un error al generar las estadisticas de los dispositivos inoperables: division by zero
2024-01-27 12:59:16,292 - INFO - Se ha mostrado el reporte correctamente en consola
2024-01-27 12:59:16,295 - INFO - La carpeta 'C:\Users\isamo\OneDrive\Documentos\GitHub\Apollo-11\Archivos\Logs' se encuentra en: C:\Users\isamo\OneDrive\Documentos\GitHub\Apollo-11\Archivos\Reportes\Copias\Logs27012024125916
2024-01-27 12:59:16,295 - INFO - Listado de misiones Creado
2024-01-27 12:59:16,295 - INFO - Archivos copiados y limpiados correctamente
2024-01-27 12:59:16,295 - INFO - Programa terminado. Saliendo...
2024-01-27 14:46:26,789 - INFO - Note: NumExpr detected 12 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
2024-01-27 14:46:26,789 - INFO - NumExpr defaulting to 8 threads.
2024-01-27 14:46:30,976 - INFO - Recuerde utilizar el comando: python Apollo11.py --opcion valor_cambiado, para modificar valores desde consola.

De lo contrario, continue con el siguiente Menu:
2024-01-27 14:47:31,865 - INFO - Opción errónea, inténtelo otra vez.
2024-01-27 14:47:31,867 - INFO - Cantidad Maxima de archivos tomados correctamente
2024-01-27 14:47:31,867 - INFO - Cantidad minima de archivos tomados correctamente
2024-01-27 14:47:31,868 - INFO - Archivos de esta iteración: 79
2024-01-27 14:47:31,892 - INFO - Se ha generado un hash
2024-01-27 14:47:31,892 - INFO - Listado de misiones Creado
2024-01-27 14:47:31,892 - INFO - Listado de misiones Creado
2024-01-27 14:47:31,894 - INFO - Lista de dispositivos desplegada
2024-01-27 14:47:31,894 - INFO - Listado de estados generado correctamente
2024-01-27 14:47:31,897 - INFO - Se ha generado archivos correctamente
2024-01-27 14:47:31,948 - INFO - Se ha generado un hash
2024-01-27 14:47:31,949 - INFO - Listado de misiones Creado
2024-01-27 14:47:31,949 - INFO - Listado de misiones Creado
2024-01-27 14:47:31,949 - INFO - Lista de dispositivos desplegada
2024-01-27 14:47:31,950 - INFO - Listado de estados generado correctamente
2024-01-27 14:47:31,952 - INFO - Se ha generado archivos correctamente
2024-01-27 14:47:32,004 - INFO - Se ha generado un hash
2024-01-27 14:47:32,005 - INFO - Listado de misiones Creado
2024-01-27 14:47:32,006 - INFO - Listado de misiones Creado
2024-01-27 14:47:32,006 - INFO - Lista de dispositivos desplegada
2024-01-27 14:47:32,007 - INFO - Listado de estados generado correctamente
2024-01-27 14:47:32,011 - INFO - Se ha generado archivos correctamente
2024-01-27 14:47:32,064 - INFO - Se ha generado un hash
2024-01-27 14:47:32,064 - INFO - Listado de misiones Creado
2024-01-27 14:47:32,065 - INFO - Listado de misiones Creado
2024-01-27 14:47:32,065 - INFO - Lista de dispositivos desplegada
2024-01-27 14:47:32,066 - INFO - Listado de estados generado correctamente
2024-01-27 14:47:32,068 - INFO - Se ha generado archivos correctamente
2024-01-27 14:47:32,120 - INFO - Se ha generado un hash
2024-01-27 14:47:32,120 - INFO - Listado de misiones Creado
2024-01-27 14:47:32,121 - INFO - Listado de misiones Creado
2024-01-27 14:47:32,121 - INFO - Lista de dispositivos desplegada
2024-01-27 14:47:32,121 - INFO - Listado de estados generado correctamente
2024-01-27 14:47:32,124 - INFO - Se ha generado archivos correctamente
2024-01-27 14:47:32,176 - INFO - Se ha generado un hash
2024-01-27 14:47:32,176 - INFO - Listado de misiones Creado
2024-01-27 14:47:32,177 - INFO - Listado de misiones Creado
2024-01-27 14:47:32,177 - INFO - Lista de dispositivos desplegada
2024-01-27 14:47:32,178 - INFO - Listado de estados generado correctamente
2024-01-27 14:47:32,182 - INFO - Se ha generado archivos correctamente
2024-01-27 14:47:32,234 - INFO - Se ha generado un hash
2024-01-27 14:47:32,234 - INFO - Listado de misiones Creado
2024-01-27 14:47:32,234 - INFO - Listado de misiones Creado
2024-01-27 14:47:32,234 - INFO - Lista de dispositivos desplegada
2024-01-27 14:47:32,234 - INFO - Listado de estados generado correctamente
2024-01-27 14:47:32,236 - INFO - Se ha generado archivos correctamente
2024-01-27 14:47:32,289 - INFO - Se ha generado un hash
2024-01-27 14:47:32,290 - INFO - Listado de misiones Creado
2024-01-27 14:47:32,290 - INFO - Listado de misiones Creado
2024-01-27 14:47:32,290 - INFO - Lista de dispositivos desplegada
2024-01-27 14:47:32,290 - INFO - Listado de estados generado correctamente
2024-01-27 14:47:32,293 - INFO - Se ha generado archivos correctamente
2024-01-27 14:47:32,344 - INFO - Se ha generado un hash
2024-01-27 14:47:32,344 - INFO - Listado de misiones Creado
2024-01-27 14:47:32,344 - INFO - Listado de misiones Creado
2024-01-27 14:47:32,344 - INFO - Lista de dispositivos desplegada
2024-01-27 14:47:32,345 - INFO - Listado de estados generado correctamente
2024-01-27 14:47:32,347 - INFO - Se ha generado archivos correctamente
2024-01-27 14:47:32,400 - INFO - Se ha generado un hash
2024-01-27 14:47:32,400 - INFO - Listado de misiones Creado
2024-01-27 14:47:32,400 - INFO - Listado de misiones Creado
2024-01-27 14:47:32,400 - INFO - Lista de dispositivos desplegada
2024-01-27 14:47:32,400 - INFO - Listado de estados generado correctamente
2024-01-27 14:47:32,403 - INFO - Se ha generado archivos correctamente
2024-01-27 14:47:32,454 - INFO - Se ha generado un hash
2024-01-27 14:47:32,454 - INFO - Listado de misiones Creado
2024-01-27 14:47:32,454 - INFO - Listado de misiones Creado
2024-01-27 14:47:32,454 - INFO - Lista de dispositivos desplegada
2024-01-27 14:47:32,454 - INFO - Listado de estados generado correctamente
2024-01-27 14:47:32,456 - INFO - Se ha generado archivos correctamente
2024-01-27 14:47:32,509 - INFO - Se ha generado un hash
2024-01-27 14:47:32,509 - INFO - Listado de misiones Creado
2024-01-27 14:47:32,509 - INFO - Listado de misiones Creado
2024-01-27 14:47:32,509 - INFO - Lista de dispositivos desplegada
2024-01-27 14:47:32,509 - INFO - Listado de estados generado correctamente
2024-01-27 14:47:32,514 - INFO - Se ha generado archivos correctamente
2024-01-27 14:47:32,565 - INFO - Se ha generado un hash
2024-01-27 14:47:32,565 - INFO - Listado de misiones Creado
2024-01-27 14:47:32,565 - INFO - Listado de misiones Creado
2024-01-27 14:47:32,566 - INFO - Lista de dispositivos desplegada
2024-01-27 14:47:32,566 - INFO - Listado de estados generado correctamente
2024-01-27 14:47:32,569 - INFO - Se ha generado archivos correctamente
2024-01-27 14:47:32,622 - INFO - Se ha generado un hash
2024-01-27 14:47:32,622 - INFO - Listado de misiones Creado
2024-01-27 14:47:32,622 - INFO - Listado de misiones Creado
2024-01-27 14:47:32,622 - INFO - Lista de dispositivos desplegada
2024-01-27 14:47:32,622 - INFO - Listado de estados generado correctamente
2024-01-27 14:47:32,627 - INFO - Se ha generado archivos correctamente
2024-01-27 14:47:32,678 - INFO - Se ha generado un hash
2024-01-27 14:47:32,678 - INFO - Listado de misiones Creado
2024-01-27 14:47:32,679 - INFO - Listado de misiones Creado
2024-01-27 14:47:32,679 - INFO - Lista de dispositivos desplegada
2024-01-27 14:47:32,679 - INFO - Listado de estados generado correctamente
2024-01-27 14:47:32,682 - INFO - Se ha generado archivos correctamente
2024-01-27 14:47:32,733 - INFO - Se ha generado un hash
2024-01-27 14:47:32,734 - INFO - Listado de misiones Creado
2024-01-27 14:47:32,734 - INFO - Listado de misiones Creado
2024-01-27 14:47:32,734 - INFO - Lista de dispositivos desplegada
2024-01-27 14:47:32,734 - INFO - Listado de estados generado correctamente
2024-01-27 14:47:32,736 - INFO - Se ha generado archivos correctamente
2024-01-27 14:47:32,787 - INFO - Se ha generado un hash
2024-01-27 14:47:32,788 - INFO - Listado de misiones Creado
2024-01-27 14:47:32,788 - INFO - Listado de misiones Creado
2024-01-27 14:47:32,788 - INFO - Lista de dispositivos desplegada
2024-01-27 14:47:32,788 - INFO - Listado de estados generado correctamente
2024-01-27 14:47:32,791 - INFO - Se ha generado archivos correctamente
2024-01-27 14:47:32,842 - INFO - Se ha generado un hash
2024-01-27 14:47:32,842 - INFO - Listado de misiones Creado
2024-01-27 14:47:32,842 - INFO - Listado de misiones Creado
2024-01-27 14:47:32,842 - INFO - Lista de dispositivos desplegada
2024-01-27 14:47:32,842 - INFO - Listado de estados generado correctamente
2024-01-27 14:47:32,848 - INFO - Se ha generado archivos correctamente
2024-01-27 14:47:32,900 - INFO - Se ha generado un hash
2024-01-27 14:47:32,900 - INFO - Listado de misiones Creado
2024-01-27 14:47:32,900 - INFO - Listado de misiones Creado
2024-01-27 14:47:32,900 - INFO - Lista de dispositivos desplegada
2024-01-27 14:47:32,900 - INFO - Listado de estados generado correctamente
2024-01-27 14:47:32,904 - INFO - Se ha generado archivos correctamente
2024-01-27 14:47:32,956 - INFO - Se ha generado un hash
2024-01-27 14:47:32,956 - INFO - Listado de misiones Creado
2024-01-27 14:47:32,957 - INFO - Listado de misiones Creado
2024-01-27 14:47:32,957 - INFO - Lista de dispositivos desplegada
2024-01-27 14:47:32,957 - INFO - Listado de estados generado correctamente
2024-01-27 14:47:32,959 - INFO - Se ha generado archivos correctamente
2024-01-27 14:47:33,011 - INFO - Se ha generado un hash
2024-01-27 14:47:33,011 - INFO - Listado de misiones Creado
2024-01-27 14:47:33,011 - INFO - Listado de misiones Creado
2024-01-27 14:47:33,011 - INFO - Lista de dispositivos desplegada
2024-01-27 14:47:33,012 - INFO - Listado de estados generado correctamente
2024-01-27 14:47:33,016 - INFO - Se ha generado archivos correctamente
2024-01-27 14:47:33,068 - INFO - Se ha generado un hash
2024-01-27 14:47:33,068 - INFO - Listado de misiones Creado
2024-01-27 14:47:33,068 - INFO - Listado de misiones Creado
2024-01-27 14:47:33,068 - INFO - Lista de dispositivos desplegada
2024-01-27 14:47:33,068 - INFO - Listado de estados generado correctamente
2024-01-27 14:47:33,072 - INFO - Se ha generado archivos correctamente
2024-01-27 14:47:33,123 - INFO - Se ha generado un hash
2024-01-27 14:47:33,123 - INFO - Listado de misiones Creado
2024-01-27 14:47:33,123 - INFO - Listado de misiones Creado
2024-01-27 14:47:33,123 - INFO - Lista de dispositivos desplegada
2024-01-27 14:47:33,123 - INFO - Listado de estados generado correctamente
2024-01-27 14:47:33,126 - INFO - Se ha generado archivos correctamente
2024-01-27 14:47:33,179 - INFO - Se ha generado un hash
2024-01-27 14:47:33,179 - INFO - Listado de misiones Creado
2024-01-27 14:47:33,179 - INFO - Listado de misiones Creado
2024-01-27 14:47:33,180 - INFO - Lista de dispositivos desplegada
2024-01-27 14:47:33,180 - INFO - Listado de estados generado correctamente
2024-01-27 14:47:33,187 - INFO - Se ha generado archivos correctamente
2024-01-27 14:47:33,238 - INFO - Se ha generado un hash
2024-01-27 14:47:33,238 - INFO - Listado de misiones Creado
2024-01-27 14:47:33,238 - INFO - Listado de misiones Creado
2024-01-27 14:47:33,238 - INFO - Lista de dispositivos desplegada
2024-01-27 14:47:33,238 - INFO - Listado de estados generado correctamente
2024-01-27 14:47:33,241 - INFO - Se ha generado archivos correctamente
2024-01-27 14:47:33,293 - INFO - Se ha generado un hash
2024-01-27 14:47:33,293 - INFO - Listado de misiones Creado
2024-01-27 14:47:33,294 - INFO - Listado de misiones Creado
2024-01-27 14:47:33,294 - INFO - Lista de dispositivos desplegada
2024-01-27 14:47:33,294 - INFO - Listado de estados generado correctamente
2024-01-27 14:47:33,298 - INFO - Se ha generado archivos correctamente
2024-01-27 14:47:33,349 - INFO - Se ha generado un hash
2024-01-27 14:47:33,349 - INFO - Listado de misiones Creado
2024-01-27 14:47:33,349 - INFO - Listado de misiones Creado
2024-01-27 14:47:33,349 - INFO - Lista de dispositivos desplegada
2024-01-27 14:47:33,349 - INFO - Listado de estados generado correctamente
2024-01-27 14:47:33,354 - INFO - Se ha generado archivos correctamente
2024-01-27 14:47:33,406 - INFO - Se ha generado un hash
2024-01-27 14:47:33,406 - INFO - Listado de misiones Creado
2024-01-27 14:47:33,406 - INFO - Listado de misiones Creado
2024-01-27 14:47:33,406 - INFO - Lista de dispositivos desplegada
2024-01-27 14:47:33,406 - INFO - Listado de estados generado correctamente
2024-01-27 14:47:33,408 - INFO - Se ha generado archivos correctamente
2024-01-27 14:47:33,460 - INFO - Se ha generado un hash
2024-01-27 14:47:33,460 - INFO - Listado de misiones Creado
2024-01-27 14:47:33,460 - INFO - Listado de misiones Creado
2024-01-27 14:47:33,460 - INFO - Lista de dispositivos desplegada
2024-01-27 14:47:33,461 - INFO - Listado de estados generado correctamente
2024-01-27 14:47:33,464 - INFO - Se ha generado archivos correctamente
2024-01-27 14:47:33,516 - INFO - Se ha generado un hash
2024-01-27 14:47:33,518 - INFO - Listado de misiones Creado
2024-01-27 14:47:33,518 - INFO - Listado de misiones Creado
2024-01-27 14:47:33,518 - INFO - Lista de dispositivos desplegada
2024-01-27 14:47:33,518 - INFO - Listado de estados generado correctamente
2024-01-27 14:47:33,521 - INFO - Se ha generado archivos correctamente
2024-01-27 14:47:33,572 - INFO - Se ha generado un hash
2024-01-27 14:47:33,572 - INFO - Listado de misiones Creado
2024-01-27 14:47:33,572 - INFO - Listado de misiones Creado
2024-01-27 14:47:33,572 - INFO - Lista de dispositivos desplegada
2024-01-27 14:47:33,572 - INFO - Listado de estados generado correctamente
2024-01-27 14:47:33,576 - INFO - Se ha generado archivos correctamente
2024-01-27 14:47:33,627 - INFO - Se ha generado un hash
2024-01-27 14:47:33,627 - INFO - Listado de misiones Creado
2024-01-27 14:47:33,628 - INFO - Listado de misiones Creado
2024-01-27 14:47:33,628 - INFO - Lista de dispositivos desplegada
2024-01-27 14:47:33,628 - INFO - Listado de estados generado correctamente
2024-01-27 14:47:33,631 - INFO - Se ha generado archivos correctamente
2024-01-27 14:47:33,682 - INFO - Se ha generado un hash
2024-01-27 14:47:33,682 - INFO - Listado de misiones Creado
2024-01-27 14:47:33,682 - INFO - Listado de misiones Creado
2024-01-27 14:47:33,682 - INFO - Lista de dispositivos desplegada
2024-01-27 14:47:33,682 - INFO - Listado de estados generado correctamente
2024-01-27 14:47:33,687 - INFO - Se ha generado archivos correctamente
2024-01-27 14:47:33,738 - INFO - Se ha generado un hash
2024-01-27 14:47:33,738 - INFO - Listado de misiones Creado
2024-01-27 14:47:33,738 - INFO - Listado de misiones Creado
